,created_at,user_name,user_screen_name,user_followers_count,user_friends_count,user_location,tweet,tweet_likes,retweet_count
2148,2021-12-04 21:52:18,Macolin,Nachovillouta12,563,667,"Mendoza, Argentina",RT @Quiroga12_: Boca usó Nike en 2006 e igualmente es parte de las ediciones especiales de Adidas que sacó para los equipos más importantes…,0,456
2153,2021-12-04 21:52:05,último romântico.,_ficafrioai_,156,275,"Caxias do Sul, Brasil","simplesmente achei um conjunto da nike por 35 real num brechó,",1,0
2158,2021-12-04 21:51:42,Nike Service,NikeService,200096,546,"Beaverton, Oregon","@7r3y That's not what we like to hear! Let's have you meet us in DM with your Nike Member email, also let us know the device and OS you used to download the app. We will look into this. 👍 https://t.co/dsJjx1OYXB",0,0
2160,2021-12-04 21:51:28,Ramon Vitor,RamonSportClube,497,824,"João Pessoa, Brasil",@paulomoreria Eu vou tatuar esse galo do lado da minha galinha usando Nike.,0,0
2162,2021-12-04 21:51:25,Jota,Jcmello07,488,248,"São João de Meriti, RJ","Trajado de Nike e na régua, graças a Deus 🥰",0,0
2167,2021-12-04 21:51:05,NikeNpsup☀️🌻🐰,nike_KTH,472,272,"Bekasi, Jawa Barat",@Maelklee1 masih,0,0
2174,2021-12-04 21:50:51,shaberia sony Crowder,scrowder34,116,1398,"Brooklyn, New york","RT @snkr_twitr: Few sizes left: Nike Air Force 1 Premium ‘Halloween’

https://t.co/A7nxGoS9ec

#AD https://t.co/jBEQHc6SvN",0,4
2175,2021-12-04 21:50:40,Nike❤️,iiam_nike,313,269,"Ikorudu, Nigeria","RT @BamBabyG: Do you really like me or scope njalam 😒
Am I the love of your life or you're looking for a girl that you want to defile",0,6
2177,2021-12-04 21:50:37,Imany,nouuuugat,3569,400,"Toulouse, Midi-Pyrénées","RT @CaminoTV: La Dunk low Goldenrod a restock à  100€ chez Nike 👀

Lien : https://t.co/8y5LzKmfNU https://t.co/uLAvOPT2RU",0,38
2179,2021-12-04 21:50:36,Alejandro Carrera,AlexxCarreraa,8,31,"Vigo, España",RT @mierez_julio: q ganas de tener 40 pares de nike y no saber cual ponerme,0,14
2181,2021-12-04 21:50:34,Triple P,GHOSTPOPE,46,77,"Virginia, USA","RT @Pickswise: 🎄 25 DAYS OF CHRISTMAS GIVEAWAY 🎄

We're rolling with @laurenjbara's SEC Championship pick. If Alabama covers +6.5, we'll gi…",0,81
2182,2021-12-04 21:50:33,Nike❤️,iiam_nike,313,269,"Ikorudu, Nigeria",RT @RoyIsThaTruth: When I Eat That Pussy.. Grab My Face &amp; Hunch It🥺😩🥴,0,24
2183,2021-12-04 21:50:32,🤖 Robô do Flamengo ᴼᶜᵗᵃ,OFlamengoFacts,1107,113,"Ninho do Urubu, Rio de Janeiro","Vc sabia? Nike, Itaú, Vivo, Ambev (Guaraná Antarctica), General Motors (Chevrolet), Mastercard, GOL, EF Englistown, Cimed e Ultrafarma são empresas que apoiam as atrocidades que a CBF faz no futebol brasileiro. 
 https://t.co/WkEqZJXUni",0,0
2185,2021-12-04 21:50:26,Amandine Thyssen,tahissa1414,24,324,"Aix-en-Provence, France","La cerise sur le gâteau d'une journée idyllique😍😎🔥🙏
#OffWhite #nike #usa #streetwear #usa #nba https://t.co/4WaXOXPdMV",0,0
2186,2021-12-04 21:50:25,Nike❤️,iiam_nike,313,269,"Ikorudu, Nigeria",RT @iiam_nike: I want all my lasts to be with you❤️,0,4
2187,2021-12-04 21:50:21,SNKRG🅾️D,SNKRGOD1,1741,212,"Los-Angeles, California",RT @nicekicks: A new Air Force 1 Mid joins Nike’s “Athletic Club” collection. 📳 https://t.co/A0EczFPWrB,0,44
2190,2021-12-04 21:50:10,SNKRG🅾️D,SNKRGOD1,1741,212,"Los-Angeles, California",RT @kicksonfire: Peep the details on the toebox. Nike SB does it again. Who's coppin? https://t.co/cBvoyE067E,0,32
2198,2021-12-04 21:50:02,W.A.R ✌🏾,champomypapi07,12,35,"Neuilly-Plaisance, France","RT @thesolesupplier: The sacai x Nike Blazer Low surfaces in an ultra clean ""White"" Colourway 🔥 

MORE HERE: https://t.co/bql387gaRc https:…",0,2
2203,2021-12-04 21:49:28,SNKRG🅾️D,SNKRGOD1,1741,212,"Los-Angeles, California","RT @thesolesupplier: These Air Jordans are still yet to drop and they are FIRE! 🔥        

AJ1 Shadow GORE-TEX &gt; https://t.co/gCccojyEt4 
A…",0,3
2208,2021-12-04 21:48:59,⚛ AxelEats™ ツ,axelvaquero917,71,353,"New York, NY","RT @SoleRetriever: DROPPING EXCLUSIVELY AT SKATESHOPS: Familia x Nike SB Dunk Low ""First Avenue"" 

💜 for a W 

https://t.co/32uBh9dxAv http…",0,7
2212,2021-12-04 21:48:46,Melonie chisholm,Meloniechishol7,0,52,"South Carolina, USA",@fancyfoxclub Be Nike bad fucker,0,0
2215,2021-12-04 21:48:36,ℜ𝔞𝔣𝔞𝔢𝔩' west side,__rbarros,187,367,"Niterói, Brasil","eu todo trajado de nike, perfume caro e ela do lado",1,0
2219,2021-12-04 21:48:19,JODEL🇬🇭,JodelStoriesHub,6522,676,"Accra, Ghana","RT @DansoPhilip10: Nike M2k Tekno Light Bone Turf Orange 

280 cedis 

40-45 https://t.co/wzzkm1MMeq",0,60
2229,2021-12-04 21:47:49,Nike❤️,iiam_nike,313,269,"Ikorudu, Nigeria",I want all my lasts to be with you❤️,3,4
2232,2021-12-04 21:47:36,ye,sunatlaserbeam,575,577,"Semarang, Jawa Tengah",RT @kicksonfire: Peep the details on the toebox. Nike SB does it again. Who's coppin? https://t.co/cBvoyE067E,0,32
2233,2021-12-04 21:47:36,Jair⚡️,SaucyFresh,180,438,"San Antonio, TX",RT @SOLELINKS: Ad: Air Jordan 1 Retro High OG 'Craft' releases December 18th =&gt; https://t.co/Oifs0y5HRQ https://t.co/dUEgZh8Mjo,0,19
2243,2021-12-04 21:46:59,SNKRG🅾️D,SNKRGOD1,1741,212,"Los-Angeles, California","RT @thesolesupplier: Spread love with the Nike Air Force 1 Low ""Peace"" 👄 

https://t.co/Y9HMvvavj5 https://t.co/TDokuLYAo6",0,1
2246,2021-12-04 21:46:53,SNKRG🅾️D,SNKRGOD1,1741,212,"Los-Angeles, California",RT @nicekicks: The Nike Dunk Low “Championship Goldenrod” just got a new release date. ☀️ https://t.co/wuWIFPrwWw,0,160
2247,2021-12-04 21:46:47,Joe Costly,JC83fit,116,483,"San Antonio, TX","RT @HOUSEOFHEAT: Nike Air Max 97 Golf “Zebra” is on the way 🦓🏌🏿‍♂️

DETAILS: https://t.co/ZbYKqvTkWx https://t.co/X6BbWK7krb",0,2
2252,2021-12-04 21:46:30,R.n,Camisaa07,1425,643,"Duque de Caxias, Brasil",RT @bestoffnike: Nike Air Max 90 x Pirate Radio https://t.co/jHlMK48C5o,0,175
2254,2021-12-04 21:46:22,Rica bem novinha🚀,adrieny_013,320,404,"Santos, Brasil",RT @bestoffnike: Nike Air Max 90 x Pirate Radio https://t.co/jHlMK48C5o,0,175
2261,2021-12-04 21:46:02,Jamaal Al-Din,Hoops227_NFL,86,865,"Boise, ID",RT @raiders_227_tv: https://t.co/lYebMEaqef https://t.co/v8ICSEefnO My Take: WFT vs 227's YouTube Chili' Las Vegas Chili' Raiders #RaiderNa…,0,1
2265,2021-12-04 21:45:53,𝑳𝒂𝒏𝒆𝒛,dnso_,507,236,"Caen, France",RT @97kmmm: Louis Vuitton | Nike AF1 https://t.co/jOr77MyJ1H,0,6
2267,2021-12-04 21:45:47,JUSTin 🥱,Sir_Nike,2291,3596,"Dallas, TX",JORGE‼️,0,0
2270,2021-12-04 21:45:33,Jamaal Al-Din,raiders_227_tv,5,94,"Boise, ID",https://t.co/lYebMEaqef https://t.co/v8ICSEefnO My Take: WFT vs 227's YouTube Chili' Las Vegas Chili' Raiders #RaiderNation Spicy' https://t.co/Iw0tQuftoe https://t.co/vfUzISAisY Spicy' NBA Mix! preview |… https://t.co/ggsftQdpIU https://t.co/lYebMEaqef https://t.co/wM7IsYzyhY,0,1
2271,2021-12-04 21:45:26,🇵🇷 BROOKLYN’S FINEST 👑,CHINNIE1380,2527,882,"Brooklyn, NY","NIKE ACG AIR MOWEBB OG
“TRAIL END BROWN” 🟤🟣
(They wasn’t outside!!!)
•
#Nike #ACG #AirMowebb #TrailEndBrown #Retro #AllConditionsGear #OverseasExclusive #GotMine #NewPickUp #Classic #WearYourKicks #YourSneakersAreDope #KOTD #KickGameProper #ChinnieGotKicks #Brooklyn https://t.co/ZGgxJmZmYd",4,1
2272,2021-12-04 21:45:22,IU HarDRegs 🇽🇰🇦🇱,HarDRegs,136,105,"Bonn, Deutschland",@dieseinetuerkin Full nike und so,1,0
2274,2021-12-04 21:45:14,Americano,cpxdascasas01,501,263,"Nilópolis, Brasil",@ttnovodavi @DNHurley1 E nos dá Nike Tmj levadao,0,0
2275,2021-12-04 21:45:14,vem pra colegagem,vulgoellas,319,257,"Rio de Janeiro, Brasil",Eu e minha família fazendo bagunça na Nike e os brancão tudo saindo de perto e deixando os tênis mais raros por perto kkkkk,0,0
2277,2021-12-04 21:45:11,JUSTin 🥱,Sir_Nike,2291,3596,"Dallas, TX",Oooweee we rolling now,0,0
2281,2021-12-04 21:44:48,DeRico Sanchaz 🦅,Wh00p_Ric0,2096,761,"Cleveland, OH",Designer and shit cool but ain’t nothing like a fresh Nike Tech 😂,4,1
2283,2021-12-04 21:44:35,sv.customs_,CustomsSv,102,79,"Maryland, USA",Laker customs Kobe addition enjoyed every minute creating these R.I.P Mamba🐍 24.8.💜💛#KobeBryant #Lakers #cuatomsneakers #nike #nikeairforce1 #LakersNation https://t.co/cJkoiuQzLM,0,0
2287,2021-12-04 21:44:21,Nike❤️,iiam_nike,313,269,"Ikorudu, Nigeria",@yemi_rain 🌚🌚,0,0
2293,2021-12-04 21:44:05,D James,djbouc78,70,692,"Omaha, NE",@Drakeb4Degrassi @SkersNews I wish they’d switch to under armour or Nike.  Whatever he’s doing now isn’t working,1,0
2294,2021-12-04 21:44:02,Jamaal Al-Din,raiders_227_tv,5,94,"Boise, ID","RT @raiders_227_tv: https://t.co/lYebMEaqef https://t.co/v8ICSEefnO Marcus Spears ""Derek Carr continue shines"" - 227's YouTube Chili' Las V…",0,2
2302,2021-12-04 21:43:36,JUSTin 🥱,Sir_Nike,2291,3596,"Dallas, TX",ZUESSSS,0,0
2305,2021-12-04 21:43:21,JUSTin 🥱,Sir_Nike,2291,3596,"Dallas, TX",Pick on #28,0,0
2307,2021-12-04 21:43:19,j G,12_JayyG,726,5001,"Las Vegas, NV","RT @SoleRetriever: DROPPING EXCLUSIVELY AT SKATESHOPS: Familia x Nike SB Dunk Low ""First Avenue"" 

💜 for a W 

https://t.co/32uBh9dxAv http…",0,7
2311,2021-12-04 21:43:05,CrownTown,chrismhunt,791,1134,"charlotte, nc, usa, worldwide","@RuleRomans Nike, cause sadly Zion prob IR",0,0
2316,2021-12-04 21:42:55,The Not Again Boy ✪,JcNotAgain1,380,169,"Toronto, Ontario","RT @Ovrnundr: Matthew Williams receives an early pair of Louis Vuitton x Nike Air Force 1 Low 👀 

Photo: @matthewmwilliams https://t.co/V2i…",0,55
2317,2021-12-04 21:42:52,SNKRG🅾️D,SNKRGOD1,1741,212,"Los-Angeles, California","RT @thesolesupplier: Your first look at the Nike SB Dunk Low ""Blueberry"" 🫐 

READ: https://t.co/HZt1xIeAnY https://t.co/ay3gSmJoqD",0,4
2321,2021-12-04 21:42:48,Nike❤️,iiam_nike,313,269,"Ikorudu, Nigeria",RT @_timilehinn: RCCG una don debit me twice o!!!,0,789
2322,2021-12-04 21:42:48,SNKRG🅾️D,SNKRGOD1,1741,212,"Los-Angeles, California",RT @SneakerNews: Would you be happy with this Nike SB Dunk lineup? (📸: @joshuajhan) https://t.co/2tiRSuSeKs,0,133
2323,2021-12-04 21:42:46,Nike❤️,iiam_nike,313,269,"Ikorudu, Nigeria",RT @Sauveur_James: Guys how do you deal with a girlfriend who has anger issues and smashes things like hulk?,0,64
2326,2021-12-04 21:42:40,BERT 🇺🇸,BERT915,1231,5001,"Northeast El Paso, TX 79904",The good old days when you could cop some Nike SB's on clearance . https://t.co/rXRTswO6GU,1,0
2327,2021-12-04 21:42:36,Nike❤️,iiam_nike,313,269,"Ikorudu, Nigeria",RT @MR_JiBoLA: Why do you people hate Mendy this much?,0,1
2329,2021-12-04 21:42:33,Jamaal Al-Din,ucla_bruinchili,7,36,"Boise, ID",https://t.co/QedVNwV4xA https://t.co/AhKTPQT9tV UCF vs 227's YouTube Chili' UCLA Chili' Bruins Spicy' https://t.co/K8Jh27SYHT https://t.co/bCgoLMBhl8 Spicy' NBA Mix! Live Stream - NCAA Women's Volleyball… https://t.co/jW9BwFVVJC https://t.co/CtP025qZ3y https://t.co/RJ2bh78Ta8,0,0
2330,2021-12-04 21:42:33,Ronni Holt,ronni_holt,3,22,"NC, USA",RT @TheEmuEmi: A huge word of warning to all content creators to be careful. There’s a not only very fake but very HARMFUL Nike sponsorship…,0,150
2333,2021-12-04 21:42:31,SNKRG🅾️D,SNKRGOD1,1741,212,"Los-Angeles, California",RT @ComplexSneakers: .@KingJames pulled up in the Sacai x KAWS x Nike Blazer Low “Neptune Blue” 👑 https://t.co/JDxTH7tLPH,0,80
2334,2021-12-04 21:42:27,Nike❤️,iiam_nike,313,269,"Ikorudu, Nigeria",RT @TheOnlyAlabi_: If a tiger and lion gets into a fight... who would win??,0,228
2335,2021-12-04 21:42:25,Nike❤️,iiam_nike,313,269,"Ikorudu, Nigeria","RT @petiteonsteroid: To the men on my tl, I want you to tag someone you find sexy on here and tell them hey. Let's go!",0,25
2336,2021-12-04 21:42:21,Nike❤️,iiam_nike,313,269,"Ikorudu, Nigeria",RT @iiam_nike: I want to make my thighs a living home for your fingers😩🌚,0,1
2339,2021-12-04 21:42:18,Baby_Gengar027,Nike_Boy027,65,113,"Espírito Santo, Brasil",@DaRealGalaxyBoi @pxdrxlxrd @fonteskaio,1,0
2341,2021-12-04 21:42:16,Nike❤️,iiam_nike,313,269,"Ikorudu, Nigeria",RT @kimmyacarter1: i love an “i got it” ass man. you know what else you finna get?,0,4
2342,2021-12-04 21:42:15,✩SCN Xmasguy✩,MShenjosh,47,292,"Puerto Rico, USA",RT @TheEmuEmi: A huge word of warning to all content creators to be careful. There’s a not only very fake but very HARMFUL Nike sponsorship…,0,150
2345,2021-12-04 21:42:09,SNKRG🅾️D,SNKRGOD1,1741,212,"Los-Angeles, California",RT @nicekicks: The Nike Dunk High “Moon Fossil” lands December 28. 🦴 https://t.co/uDiW13BJyj,0,101
2350,2021-12-04 21:41:55,le.a ※,shin_heera,140,539,"Manila, PH","RT @deogakkaiwayo: In 2012, B.A.P was chosen to represent NIKE’s Air Force 1 as style icons for its 30th Anniversary. A spokesperson from N…",0,74
2351,2021-12-04 21:41:55,A'tinYYZ-Kanada🇵🇭🇨🇦,ZiggyXXY_Kanada,894,1365,"Toronto, Ontario, Canada ","RT @keunurO_O: NGAYON KO LANG NAPANSIN LAHAT SILA NAKA NIKE SHOES?????

LAFSxSB19 OST SOON
@SB19Official
#STANWORLD #SB19
Watch #Bazinga_SB…",0,17
2352,2021-12-04 21:41:51,Bruce🌹le🌹parisien🌹ute🌹fan,Bruce03806204,1395,4313,"Lincoln Park, Chicago",RT @johncanzanobft: Bumped into Nike co-founder Phil Knight outside Allegiant Stadium in Las Vegas. I didn’t see a blank check in his hand…,0,22
2355,2021-12-04 21:41:39,SNKRG🅾️D,SNKRGOD1,1741,212,"Los-Angeles, California",RT @brkicks: .@AhmadMonk wearing the Nike Kobe 5 Protro tonight 🔥 https://t.co/CWVFamCwwH,0,149
2356,2021-12-04 21:41:35,~ mally♡,mallybae77,1283,1837,"cc, tx","RT @MacArtBlessed: Sky Blue Dior Leather Fabric on AF1s🧊💦
..
Message to order! 
.
.
.
#bluedior #skyblue #diorshoes #dior #nikeairforce1 #n…",0,1
2359,2021-12-04 21:41:22,Nike❤️,iiam_nike,313,269,"Ikorudu, Nigeria","RT @aystickz: Out of curiosity, do girls ever just look at a guy and get turned on? 🤔",0,542
2360,2021-12-04 21:41:21,MacArt🎨,MacArtBlessed,734,1824,"Corpus Christi, TX","Sky Blue Dior Leather Fabric on AF1s🧊💦
..
Message to order! 
.
.
.
#bluedior #skyblue #diorshoes #dior #nikeairforce1 #nike #nikedior #diornike #customfabric #fabricdesign #customize #customs #af1 #af1s #customnikes #custommade #customshoes https://t.co/9ItVLmOCok",0,1
2361,2021-12-04 21:41:21,Adê Corinthians #PeloCorinthians,Adecoringao,8573,8502,"Guarujá, SP ","RT @Corinthians: Um ídolo dentro e fora dos gramados. É impossível falar de
Corinthians sem falar de Sócrates, e é impossível falar de Sócr…",0,287
2364,2021-12-04 21:41:17,Nike❤️,iiam_nike,313,269,"Ikorudu, Nigeria",RT @Bobbyunruly: Lol that commentator hype Bernardo silva after him score sha,0,1
2366,2021-12-04 21:41:14,Nike❤️,iiam_nike,313,269,"Ikorudu, Nigeria","RT @Bobbyunruly: But I don't got no drinks for drinking ‘I got some weed for smoking
And I got some songs for listenin'
No, I don't got wor…",0,1
2367,2021-12-04 21:41:14,Harrison Delong,HarrisonDelong3,2,146,"Bristol, England","RT @thesolerestocks: Ad: These Air Max 95's are only at JD Sports 👀

Blue &gt; https://t.co/kQZj6G2yiP
Grey &gt; https://t.co/SKk8ltcZvq
Black Gr…",0,5
2370,2021-12-04 21:41:04,Ous〽️n 🧏🏾,OusmaneJr_93,11016,2974,"Saint-Ouen, France",RT @tonton_picollo: Adidas&gt;&gt;&gt;Nike 🎼 https://t.co/bJZPV19KV2,0,11
2371,2021-12-04 21:41:03,The Sole Restocks,thesolerestocks,146927,100,"London, England","Ad: These Air Max 95's are only at JD Sports 👀

Blue &gt; https://t.co/kQZj6G2yiP
Grey &gt; https://t.co/SKk8ltcZvq
Black Grey Ultra &gt; https://t.co/NrOckyZj1i
Black Yellow swoosh &gt; https://t.co/5s3lk02taF
White Grey Ultra &gt; https://t.co/j3ijdadm49 https://t.co/3MBy9K3qwU",4,5
2377,2021-12-04 21:40:52,Nike❤️,iiam_nike,313,269,"Ikorudu, Nigeria",I want to make my thighs a living home for your fingers😩🌚,4,1
2378,2021-12-04 21:40:48,nicholas0512,nike_lover_0512,136,2513,"Bellefontaine, OH","@sky_high9805 @Explorer_Kay @FortniteGame Yeah we might be here for a day or two, build suspense I don’t mind",0,0
2379,2021-12-04 21:40:43,Ryan,Azi_Ryan,995,432,"Cape Town, South Africa",@GoliathGamingZA @Triton_CS @Nike I’m gonna need one of these shirts asap 🔥,1,0
2380,2021-12-04 21:40:33,SNKRG🅾️D,SNKRGOD1,1741,212,"Los-Angeles, California",RT @zSneakerHeadz: #HarvestMoon Nike Dunk Low official images! 🌕 https://t.co/T8ho4hGGFc,0,63
2382,2021-12-04 21:40:27,One-Off,OneOffKC,134,531,"Kansas, USA","Supreme Saturday
Supreme x Nike AF1 
Sz.12 @ Kansas Speedway https://t.co/fI4AhtXDMQ",0,0
2384,2021-12-04 21:40:17,djdaminou💚🤍#Fan2Catch,djdaminou,278,652,"Lons, France","RT @EsportWavy: Nous ajoutons 2 T-shirt Nike Pokemon à la Hotte Petits Papas CM 🤶

🔄Pour avoir une chance de gagner 
🚂Follow @EsportWavy…",0,356
2386,2021-12-04 21:40:16,selene,SeleCarabajal,668,80,"Mendoza, Argentina",RT @janoodiaz: Me quiero comprar todo nike,0,15
2390,2021-12-04 21:40:11,junior,saartorijr,1775,969,"Campinas, Brasil","RT @MileyCyrusBR: Ela tinha uma esteira, um top rosa da Nike, a voz e um sonho. 🥺 https://t.co/574cRFkgJY",0,26
2391,2021-12-04 21:40:05,Matthew  Smith,Matthew05291961,56,454,"North Carolina, USA",RT @yonkonline: Little astronaut for Nike 🚀 https://t.co/N73FJcsj06,0,3
2392,2021-12-04 21:40:04,nicholas0512,nike_lover_0512,136,2513,"Bellefontaine, OH",@AhmedSulman1 Oh shit I’ll go check it out thanks for the info,1,0
2396,2021-12-04 21:39:50,KB 🐉,okkelsy,261,34,"New Orleans, LA",Why tf the Nike store still closed wtf happened over there,0,0
2409,2021-12-04 21:38:42,𝐋𝐀𝐃𝐘 𝐎𝐄𝐒𝐓𝐄,californizand0,1218,861,"Rio de Janeiro, Brasil",A loja aqui perto de casa vendendo 100 reais um conjuntinho que é tão falsificado que o short é da Nike e a camisa é da Lacoste 🗣️🗣️🗣️🗣️,0,0
2410,2021-12-04 21:38:35,TheSneakerFirm,TheSneakerFirm1,1698,1014,"Rhode Island, USA","Nike Air Force 1 Low “Sail Green Noise” dropped with free shipping 

Buy Here: https://t.co/H8n5NLbEJx https://t.co/v5smWEot07",0,0
2411,2021-12-04 21:38:25,JUSTin 🥱,Sir_Nike,2291,3596,"Dallas, TX",BEND DON’T BREAK!! #JunkYardDefense,0,0
2412,2021-12-04 21:38:21,TheSneakerFirm,TheSneakerFirm1,1698,1014,"Rhode Island, USA","Nike Air Force 1 Low “Sail Green Noise” dropped with free shipping 

Buy Here: https://t.co/H8n5NLbEJx",0,0
2418,2021-12-04 21:38:06,Gabe Mirabal,SlimGShady45,77,122,"Miami, FL",Check out this listing I just added to my #Poshmark closet: Vintage 90’s Nike Pullover Windbreaker. https://t.co/xrdkDp5IUd #shopmycloset @poshmarkapp,0,0
2421,2021-12-04 21:37:57,Luís Butti,luisbutti,30978,9399,"Campinas, SP, Brasil","RT @TudodePES: PES 2021 - NOVO UNIFORME CORINTHIANS EM HOMENAGEM AO DR. SÓCRATES 4K

Vídeo Completo: https://t.co/68QYFwEkEl

#Corinthians…",0,3
2422,2021-12-04 21:37:46,JUSTin 🥱,Sir_Nike,2291,3596,"Dallas, TX",DEAN is the best Playmaker on defense in this game!,2,0
2423,2021-12-04 21:37:45,Mir,hashtaggenius,589,407,"Los Angeles, CA",Via Nike⁠ SNKRS:  https://t.co/qkzEECSmHY,0,0
2424,2021-12-04 21:37:42,PRIVATE Inc.,PrivateSneakers,1845,77,"4640 E. PCH Long Beach, CA ","🚨PLEASE READ🚨
•
⚪️AIR FLIGHT LITE MID “WHITE BLACK”⚫️
.
Men Sizes 8-13 $120
•
Available at Long Beach, San Pedro, Fullerton, and https://t.co/c3ER0xoBGn 
•
☎️PHONE ORDERS ACCEPTED☎️
•
#longbeach #sanpedro #fullerton #airflight #nikeairflight #nike #flightmid https://t.co/XjpyB1TMOm",0,0
2425,2021-12-04 21:37:40,MUTT RIB,MUTTRIB,122,468,"Portland, OR",@nike_a_go_go @notorious_fish Oooooooo shit YES!!!,0,0
2430,2021-12-04 21:37:23,Julia Pham,JuliaPh75464074,1094,761,"London, England","RT @JuliaPh75464074: Nike LeBron 19 'Dutch Blue'
Price:$200
Release Date: 2021-12-04
Style Code:DC9342-100
Color:White / Dutch Blue / Blue…",0,1
2432,2021-12-04 21:37:21,that boi bob (there i go again),4ihavefreakedit,437,368,"New York, NY","should i wear my light blue checkerboard sk8 hi jawns, my suede all saints high top long lace wrap around bois, or my nike blazer mid 77's mfs",1,0
2433,2021-12-04 21:37:10,Gabe Mirabal,SlimGShady45,77,122,"Miami, FL",Check out this listing I just added to my #Poshmark closet: NCAA University of California Berkeley Nike Jacket. https://t.co/JV9cIrCRiO #shopmycloset @poshmarkapp,0,0
2436,2021-12-04 21:36:58,Young Margaret,1YoungMargaret,1573,2636,"USA, Europe, Middle East ","RT @1YoungMargaret: @Nike “Nike is by China, for China”

#BoycottNike",0,3
2440,2021-12-04 21:36:41,debrand,debrand1827,6486,7085,"Binghamton, NY",RT @EricMMatheny: We will defeat China when patriotism becomes more important than Nike cross-trainers and cheap electronics.,0,1062
2443,2021-12-04 21:36:24,sv.customs_,CustomsSv,102,79,"Maryland, USA",RT @SneakerNews: Mamba logo made from Nike Kobes? 👏🐍 (📸: IG/nine_6_nineteen_80) https://t.co/cIKPxeK9Gy,0,33
2447,2021-12-04 21:35:49,💙,SlimJimDoe_,250,125,"Atlanta, GA",- somebody take me to the nike store in ponce city market 🥺 .,0,0
2451,2021-12-04 21:35:35,JUSTin 🥱,Sir_Nike,2291,3596,"Dallas, TX",There’s JD,0,0
2453,2021-12-04 21:35:26,anna nguyen,Nikes11075978,1601,1256,"New Jersey, USA","RT @Nikes11075978: Nike LeBron 19 'Dutch Blue'
Price:$200
Release Date: 2021-12-04
Style Code:DC9342-100
Color:White / Dutch Blue / Blue Vo…",0,1
2455,2021-12-04 21:35:24,❤️‍🔥 Nehæšiimume,Mookjpg_Twtjail,7051,6098,"Pittsburgh, PA",RT @zSneakerHeadz: #HarvestMoon Nike Dunk Low official images! 🌕 https://t.co/T8ho4hGGFc,0,63
2456,2021-12-04 21:35:24,Caro 〄,carolinuz,292,1163,"Mexicali, Baja California",@AmericaFemenil @Nike @nikestore @NikeLA @AmeShopMx saquen esos leggings a la venta!!,2,0
2458,2021-12-04 21:35:20,Big,qualaboabig,13,29,"São Paulo, Brasil",RT @bestoffnike: Nike Air Max 90 x Pirate Radio https://t.co/jHlMK48C5o,0,175
2460,2021-12-04 21:35:14,Shāla,Tru_So1di3r,1009,747,"Mississippi, USA",Nike still don’t want me. https://t.co/TzbASNgT1L,4,0
2461,2021-12-04 21:35:10,iAR,iarliso,210,253,"São Sebastião, Brasil",onde q eu vou encontra a peita da nike x offwhite pra passar de reveillon,0,0
2464,2021-12-04 21:34:57,🎄🎀🇯ulen🇩raw🎁🎄,DrawJulen,164,347,"San Sebastián, España",RT @Dakemi_chan: Miku x Nike Tn♥️ https://t.co/fbxCB0oiks,0,7
2468,2021-12-04 21:34:51,HONCHO 🏁,JaidTaylorLive,12833,9164,"Dallas, TX",Need it https://t.co/wWsWiZs6V2,0,0
2470,2021-12-04 21:34:39,Daddy Fat Stacks,DaddyFatStacks8,1044,3396,"Las Vegas, NV","Milwaukee Brewers Christian Yelich Nike Jersey White

https://t.co/wnVxs0mwXp

#sponsored #milwaukeebrewers #mlb #baseball #brewers #milwaukee #thisismycrew #milwaukeebrewersnation #christianyelich #brewcrew #gobrewersgo #brewersbaseball #thisisourcrew #wisconsin #milwaukeebucks https://t.co/ZERGscKsYa",0,0
2471,2021-12-04 21:34:37,JUSTin 🥱,Sir_Nike,2291,3596,"Dallas, TX",Kelee gotta know he gone get contested today,0,0
2472,2021-12-04 21:34:31,EnEfTeeKyle.eth 👾🛸👾🛸👾,EnEfTeeKyle1,2281,2558,"San Antonio, TX",@BitcoinSwisher @raesofire @DApeWives @Nike Counter with the same offer so they pay the gas.  Use those funds to buy like 50 more,1,0
2474,2021-12-04 21:34:25,Mr. WES 🇳🇮,Mstr_WES,152,17,"Bay Area, CA",📦 Finally cracking these open. Nike SB Dunk High Pro ‘Reverse Goldenrod’ 🐝. S/o to @premierskate for always taking care of their locals &amp; their VIP’s. Happy 20 years! #YourSneakersAreDope https://t.co/7zX3hvSjEI,1,0
2478,2021-12-04 21:34:11,Carol | ilustradora ✍🏾,ghosttosa,1616,1057,"Salvador, Brasil",fazendo um desenho foda demais aqui e cometendo o crime de juntar nike e adidas,0,0
2482,2021-12-04 21:33:34,Nike,Nike,8870307,118,"Beaverton, Oregon","@AE9941 We appreciate you and your consistency, keep up the good work! 💪 #justdoit",1,1
2486,2021-12-04 21:33:17,jogador de férias,Alves11Luiz,40,96,"Pernambuco, Brasil","Hoje vai ter festa até mais tarde, separei meu melhor traje da Nike 🎡",1,0
2488,2021-12-04 21:33:15,kaud,kaud690,124,407,"Guaíba, Brasil",RT @bestoffnike: Nike Air Max 90 x Pirate Radio https://t.co/jHlMK48C5o,0,175
